date,building,zone,usage_liters,temperature_c,rainfall_mm,is_anomaly,day_of_week,month
2026-02-20,Admin Block,Admin Zone,12436,19.9,1.6,0,Friday,February
2026-02-20,Library,Academic Zone,8204,18.9,2.2,0,Friday,February
2026-02-20,Cafeteria,Recreation Zone,16103,15.5,1.6,0,Friday,February
2026-02-21,Block A,Hostel Zone,31766,15.1,1.4,0,Saturday,February
2026-02-21,Block B,Hostel Zone,36791,14.1,1.3,0,Saturday,February
2026-02-21,Block C,Hostel Zone,31341,20.6,1.4,0,Saturday,February
2026-02-21,Block D,Hostel Zone,33200,12.8,0.9,0,Saturday,February
2026-02-21,Admin Block,Admin Zone,8935,24.1,0.6,0,Saturday,February
2026-02-21,Library,Academic Zone,5700,21.8,1.4,0,Saturday,February
2026-02-21,Cafeteria,Recreation Zone,11275,16.0,1.0,0,Saturday,February
2026-02-22,Block A,Hostel Zone,26791,18.0,0.5,0,Sunday,February
2026-02-22,Block B,Hostel Zone,34017,15.2,0.6,0,Sunday,February
2026-02-22,Block C,Hostel Zone,26201,11.8,2.6,0,Sunday,February
2026-02-22,Block D,Hostel Zone,34396,16.3,1.5,0,Sunday,February
2026-02-22,Admin Block,Admin Zone,7644,15.1,1.6,0,Sunday,February
2026-02-22,Library,Academic Zone,5819,12.3,0.1,0,Sunday,February
2026-02-22,Cafeteria,Recreation Zone,10303,19.4,0.3,0,Sunday,February
2026-02-23,Block A,Hostel Zone,50333,17.8,0.4,0,Monday,February
2026-02-23,Block B,Hostel Zone,55492,13.4,1.3,0,Monday,February
2026-02-23,Block C,Hostel Zone,51076,16.0,1.3,0,Monday,February
2026-02-23,Block D,Hostel Zone,49726,15.7,1.5,0,Monday,February
2026-02-23,Admin Block,Admin Zone,12742,15.6,2.1,0,Monday,February
2026-02-23,Library,Academic Zone,7816,17.4,0.6,0,Monday,February
2026-02-23,Cafeteria,Recreation Zone,28173,15.3,2.0,1,Monday,February
2026-02-24,Block A,Hostel Zone,42629,19.2,3.3,0,Tuesday,February
2026-02-24,Block B,Hostel Zone,55076,14.4,1.2,0,Tuesday,February
2026-02-24,Block C,Hostel Zone,51281,13.6,1.3,0,Tuesday,February
2026-02-24,Block D,Hostel Zone,51040,18.3,1.3,0,Tuesday,February
2026-02-24,Admin Block,Admin Zone,13220,14.4,0.2,0,Tuesday,February
2026-02-24,Library,Academic Zone,8738,17.0,3.2,0,Tuesday,February
2026-02-24,Cafeteria,Recreation Zone,16909,16.6,0.2,0,Tuesday,February
2026-02-25,Block A,Hostel Zone,47955,9.1,1.2,0,Wednesday,February
2026-02-25,Block B,Hostel Zone,54315,14.5,1.3,0,Wednesday,February
2026-02-25,Block C,Hostel Zone,45270,9.7,0.8,0,Wednesday,February
2026-02-25,Block D,Hostel Zone,47211,12.1,1.0,0,Wednesday,February
2026-02-25,Admin Block,Admin Zone,11364,14.3,0.9,0,Wednesday,February
2026-02-25,Library,Academic Zone,7669,10.7,1.2,0,Wednesday,February
2026-02-25,Cafeteria,Recreation Zone,14346,15.8,0.9,0,Wednesday,February
2026-02-26,Block A,Hostel Zone,45842,22.0,1.1,0,Thursday,February
2026-02-26,Block B,Hostel Zone,50359,14.4,0.2,0,Thursday,February
2026-02-26,Block C,Hostel Zone,40974,11.6,2.1,0,Thursday,February
2026-02-26,Block D,Hostel Zone,50559,14.5,0.9,0,Thursday,February
2026-02-26,Admin Block,Admin Zone,11367,15.7,0.5,0,Thursday,February
2026-02-26,Library,Academic Zone,8494,15.8,0.4,0,Thursday,February
2026-02-26,Cafeteria,Recreation Zone,34205,17.0,1.9,1,Thursday,February
2026-02-27,Block A,Hostel Zone,46561,17.4,1.2,0,Friday,February
2026-02-27,Block B,Hostel Zone,89898,16.0,0.2,1,Friday,February
2026-02-27,Block C,Hostel Zone,39565,18.5,2.2,0,Friday,February
2026-02-27,Block D,Hostel Zone,51688,12.8,2.1,0,Friday,February
2026-02-27,Admin Block,Admin Zone,11980,20.6,1.4,0,Friday,February
2026-02-27,Library,Academic Zone,8330,18.7,0.2,0,Friday,February
2026-02-27,Cafeteria,Recreation Zone,17241,18.7,0.4,0,Friday,February
2026-02-28,Block A,Hostel Zone,31567,15.4,1.9,0,Saturday,February
2026-02-28,Block B,Hostel Zone,34818,15.9,0.7,0,Saturday,February
2026-02-28,Block C,Hostel Zone,30756,19.2,3.2,0,Saturday,February
2026-02-28,Block D,Hostel Zone,38362,15.0,0.8,0,Saturday,February
2026-02-28,Admin Block,Admin Zone,8151,15.0,1.0,0,Saturday,February
2026-02-28,Library,Academic Zone,4962,15.3,0.9,0,Saturday,February
2026-02-28,Cafeteria,Recreation Zone,11504,18.4,0.9,0,Saturday,February
2026-03-01,Block A,Hostel Zone,33670,10.5,0.0,0,Sunday,March
2026-03-01,Block B,Hostel Zone,41267,16.9,0.0,0,Sunday,March
2026-03-01,Block C,Hostel Zone,33669,12.4,0.0,0,Sunday,March
2026-03-01,Block D,Hostel Zone,37720,9.1,0.0,0,Sunday,March
2026-03-01,Admin Block,Admin Zone,9468,11.7,0.0,0,Sunday,March
2026-03-01,Library,Academic Zone,6964,20.9,0.0,0,Sunday,March
2026-03-01,Cafeteria,Recreation Zone,10775,10.4,0.0,0,Sunday,March
2026-03-02,Block A,Hostel Zone,58769,16.4,0.0,0,Monday,March
2026-03-02,Block B,Hostel Zone,62571,14.6,0.0,0,Monday,March
2026-03-02,Block C,Hostel Zone,60173,14.8,0.0,0,Monday,March
2026-03-02,Block D,Hostel Zone,54836,15.7,0.0,0,Monday,March
2026-03-02,Admin Block,Admin Zone,15617,15.7,0.0,0,Monday,March
2026-03-02,Library,Academic Zone,9341,18.5,0.0,0,Monday,March
2026-03-02,Cafeteria,Recreation Zone,18855,6.2,0.0,0,Monday,March
2026-03-03,Block A,Hostel Zone,56488,13.8,0.0,0,Tuesday,March
2026-03-03,Block B,Hostel Zone,58132,17.6,0.0,0,Tuesday,March
2026-03-03,Block C,Hostel Zone,58983,16.5,0.0,0,Tuesday,March
2026-03-03,Block D,Hostel Zone,62565,17.3,0.0,0,Tuesday,March
2026-03-03,Admin Block,Admin Zone,14918,12.5,0.0,0,Tuesday,March
2026-03-03,Library,Academic Zone,9081,14.6,0.0,0,Tuesday,March
2026-03-03,Cafeteria,Recreation Zone,17806,15.1,0.0,0,Tuesday,March
2026-03-04,Block A,Hostel Zone,57606,12.5,0.0,0,Wednesday,March
2026-03-04,Block B,Hostel Zone,61604,12.0,0.0,0,Wednesday,March
2026-03-04,Block C,Hostel Zone,58863,14.4,0.0,0,Wednesday,March
2026-03-04,Block D,Hostel Zone,58177,10.0,0.0,0,Wednesday,March
2026-03-04,Admin Block,Admin Zone,10922,15.6,0.0,0,Wednesday,March
2026-03-04,Library,Academic Zone,9745,17.5,0.0,0,Wednesday,March
2026-03-04,Cafeteria,Recreation Zone,19527,23.3,0.0,0,Wednesday,March
2026-03-05,Block A,Hostel Zone,61701,16.0,0.0,0,Thursday,March
2026-03-05,Block B,Hostel Zone,109137,18.4,0.0,1,Thursday,March
2026-03-05,Block C,Hostel Zone,94862,12.4,0.0,1,Thursday,March
2026-03-05,Block D,Hostel Zone,52469,12.5,0.0,0,Thursday,March
2026-03-05,Admin Block,Admin Zone,13635,14.3,0.0,0,Thursday,March
2026-03-05,Library,Academic Zone,9804,13.3,0.0,0,Thursday,March
2026-03-05,Cafeteria,Recreation Zone,26280,17.9,0.0,1,Thursday,March
2026-03-06,Block A,Hostel Zone,52737,18.2,0.0,0,Friday,March
2026-03-06,Block B,Hostel Zone,67094,15.0,0.0,0,Friday,March
2026-03-06,Block C,Hostel Zone,48834,14.4,0.0,0,Friday,March
2026-03-06,Block D,Hostel Zone,58105,16.0,0.0,0,Friday,March
2026-03-06,Admin Block,Admin Zone,13973,21.3,0.0,0,Friday,March
2026-03-06,Library,Academic Zone,8777,16.1,0.0,0,Friday,March
2026-03-06,Cafeteria,Recreation Zone,19548,10.9,0.0,0,Friday,March
2026-03-07,Block A,Hostel Zone,40361,13.4,0.0,0,Saturday,March
2026-03-07,Block B,Hostel Zone,35108,15.4,0.0,0,Saturday,March
2026-03-07,Block C,Hostel Zone,33873,22.2,0.0,0,Saturday,March
2026-03-07,Block D,Hostel Zone,40887,14.9,0.0,0,Saturday,March
2026-03-07,Admin Block,Admin Zone,10456,16.3,0.0,0,Saturday,March
2026-03-07,Library,Academic Zone,6278,15.6,0.0,0,Saturday,March
2026-03-07,Cafeteria,Recreation Zone,13487,15.5,0.0,0,Saturday,March
2026-03-08,Block A,Hostel Zone,40459,17.0,0.0,0,Sunday,March
2026-03-08,Block B,Hostel Zone,38096,14.7,0.0,0,Sunday,March
2026-03-08,Block C,Hostel Zone,34754,14.9,0.0,0,Sunday,March
2026-03-08,Block D,Hostel Zone,39923,11.2,0.0,0,Sunday,March
2026-03-08,Admin Block,Admin Zone,9860,12.0,0.0,0,Sunday,March
2026-03-08,Library,Academic Zone,6526,19.7,0.0,0,Sunday,March
2026-03-08,Cafeteria,Recreation Zone,12613,14.3,0.0,0,Sunday,March
2026-03-09,Block A,Hostel Zone,57250,12.5,0.0,0,Monday,March
2026-03-09,Block B,Hostel Zone,61385,16.8,0.0,0,Monday,March
2026-03-09,Block C,Hostel Zone,55230,14.5,0.0,0,Monday,March
2026-03-09,Block D,Hostel Zone,56148,14.8,0.0,0,Monday,March
2026-03-09,Admin Block,Admin Zone,14093,13.7,0.0,0,Monday,March
2026-03-09,Library,Academic Zone,9637,16.0,0.0,0,Monday,March
2026-03-09,Cafeteria,Recreation Zone,16037,16.3,0.0,0,Monday,March
2026-03-10,Block A,Hostel Zone,57209,11.3,0.0,0,Tuesday,March
2026-03-10,Block B,Hostel Zone,54868,19.5,0.0,0,Tuesday,March
2026-03-10,Block C,Hostel Zone,57931,14.4,0.0,0,Tuesday,March
2026-03-10,Block D,Hostel Zone,61644,13.6,0.0,0,Tuesday,March
2026-03-10,Admin Block,Admin Zone,14377,13.5,0.0,0,Tuesday,March
2026-03-10,Library,Academic Zone,9103,13.1,0.0,0,Tuesday,March
2026-03-10,Cafeteria,Recreation Zone,18356,15.5,0.0,0,Tuesday,March
2026-03-11,Block A,Hostel Zone,62243,9.1,0.0,0,Wednesday,March
2026-03-11,Block B,Hostel Zone,57723,13.2,0.0,0,Wednesday,March
2026-03-11,Block C,Hostel Zone,50987,13.8,0.0,0,Wednesday,March
2026-03-11,Block D,Hostel Zone,51555,21.0,0.0,0,Wednesday,March
2026-03-11,Admin Block,Admin Zone,14520,14.4,0.0,0,Wednesday,March
2026-03-11,Library,Academic Zone,9323,4.6,0.0,0,Wednesday,March
2026-03-11,Cafeteria,Recreation Zone,18524,7.2,0.0,0,Wednesday,March
2026-03-12,Block A,Hostel Zone,55395,17.9,0.0,0,Thursday,March
2026-03-12,Block B,Hostel Zone,67039,9.7,0.0,0,Thursday,March
2026-03-12,Block C,Hostel Zone,58248,7.3,0.0,0,Thursday,March
2026-03-12,Block D,Hostel Zone,111865,18.7,0.0,1,Thursday,March
2026-03-12,Admin Block,Admin Zone,12412,13.0,0.0,0,Thursday,March
2026-03-12,Library,Academic Zone,10045,19.4,0.0,0,Thursday,March
2026-03-12,Cafeteria,Recreation Zone,18123,12.6,0.0,0,Thursday,March
2026-03-13,Block A,Hostel Zone,54976,10.2,0.0,0,Friday,March
2026-03-13,Block B,Hostel Zone,59320,15.8,0.0,0,Friday,March
2026-03-13,Block C,Hostel Zone,59978,18.0,0.0,0,Friday,March
2026-03-13,Block D,Hostel Zone,61141,17.5,0.0,0,Friday,March
2026-03-13,Admin Block,Admin Zone,12903,11.3,0.0,0,Friday,March
2026-03-13,Library,Academic Zone,10198,15.0,0.0,0,Friday,March
2026-03-13,Cafeteria,Recreation Zone,18654,13.4,0.0,0,Friday,March
2026-03-14,Block A,Hostel Zone,78763,14.8,0.0,1,Saturday,March
2026-03-14,Block B,Hostel Zone,43706,16.7,0.0,0,Saturday,March
2026-03-14,Block C,Hostel Zone,36918,15.7,0.0,0,Saturday,March
2026-03-14,Block D,Hostel Zone,37698,12.4,0.0,0,Saturday,March
2026-03-14,Admin Block,Admin Zone,10222,18.3,0.0,0,Saturday,March
2026-03-14,Library,Academic Zone,6211,15.4,0.0,0,Saturday,March
2026-03-14,Cafeteria,Recreation Zone,10942,18.7,0.0,0,Saturday,March
2026-03-15,Block A,Hostel Zone,36754,9.9,0.0,0,Sunday,March
2026-03-15,Block B,Hostel Zone,40267,19.2,0.0,0,Sunday,March
2026-03-15,Block C,Hostel Zone,35741,11.0,0.0,0,Sunday,March
2026-03-15,Block D,Hostel Zone,37544,11.0,0.0,0,Sunday,March
2026-03-15,Admin Block,Admin Zone,9423,12.2,0.0,0,Sunday,March
2026-03-15,Library,Academic Zone,7271,12.5,0.0,0,Sunday,March
2026-03-15,Cafeteria,Recreation Zone,11115,12.0,0.0,0,Sunday,March
2026-03-16,Block A,Hostel Zone,59424,14.7,0.0,0,Monday,March
2026-03-16,Block B,Hostel Zone,69393,19.0,0.0,0,Monday,March
2026-03-16,Block C,Hostel Zone,59676,17.0,0.0,0,Monday,March
2026-03-16,Block D,Hostel Zone,61394,16.0,0.0,0,Monday,March
2026-03-16,Admin Block,Admin Zone,15235,15.1,0.0,0,Monday,March
2026-03-16,Library,Academic Zone,10039,14.8,0.0,0,Monday,March
2026-03-16,Cafeteria,Recreation Zone,18605,12.4,0.0,0,Monday,March
2026-03-17,Block A,Hostel Zone,56994,17.5,0.0,0,Tuesday,March
2026-03-17,Block B,Hostel Zone,58789,19.7,0.0,0,Tuesday,March
2026-03-17,Block C,Hostel Zone,52979,15.8,0.0,0,Tuesday,March
2026-03-17,Block D,Hostel Zone,61472,12.9,0.0,0,Tuesday,March
2026-03-17,Admin Block,Admin Zone,14323,12.9,0.0,0,Tuesday,March
2026-03-17,Library,Academic Zone,10366,16.2,0.0,0,Tuesday,March
2026-03-17,Cafeteria,Recreation Zone,18109,17.2,0.0,0,Tuesday,March
2026-03-18,Block A,Hostel Zone,60740,14.4,0.0,0,Wednesday,March
2026-03-18,Block B,Hostel Zone,66453,22.1,0.0,0,Wednesday,March
2026-03-18,Block C,Hostel Zone,54009,21.4,0.0,0,Wednesday,March
2026-03-18,Block D,Hostel Zone,55950,20.2,0.0,0,Wednesday,March
2026-03-18,Admin Block,Admin Zone,14612,13.6,0.0,0,Wednesday,March
2026-03-18,Library,Academic Zone,9619,9.2,0.0,0,Wednesday,March
2026-03-18,Cafeteria,Recreation Zone,17976,20.2,0.0,0,Wednesday,March
2026-03-19,Block A,Hostel Zone,56315,14.2,0.0,0,Thursday,March
2026-03-19,Block B,Hostel Zone,56114,12.9,0.0,0,Thursday,March
2026-03-19,Block C,Hostel Zone,50408,12.5,0.0,0,Thursday,March
2026-03-19,Block D,Hostel Zone,61306,13.0,0.0,0,Thursday,March
2026-03-19,Admin Block,Admin Zone,14255,16.0,0.0,0,Thursday,March
2026-03-19,Library,Academic Zone,9607,18.2,0.0,0,Thursday,March
2026-03-19,Cafeteria,Recreation Zone,18529,14.1,0.0,0,Thursday,March
2026-03-20,Block A,Hostel Zone,58359,11.7,0.0,0,Friday,March
2026-03-20,Block B,Hostel Zone,63920,12.2,0.0,0,Friday,March
2026-03-20,Block C,Hostel Zone,62904,14.2,0.0,0,Friday,March
2026-03-20,Block D,Hostel Zone,57779,14.1,0.0,0,Friday,March
2026-03-20,Admin Block,Admin Zone,15091,12.8,0.0,0,Friday,March
2026-03-20,Library,Academic Zone,10384,21.3,0.0,0,Friday,March
2026-03-20,Cafeteria,Recreation Zone,14644,15.0,0.0,0,Friday,March
2026-03-21,Block A,Hostel Zone,39407,17.8,0.0,0,Saturday,March
2026-03-21,Block B,Hostel Zone,37807,16.3,0.0,0,Saturday,March
2026-03-21,Block C,Hostel Zone,39327,14.3,0.0,0,Saturday,March
2026-03-21,Block D,Hostel Zone,40014,14.9,0.0,0,Saturday,March
2026-03-21,Admin Block,Admin Zone,10724,18.0,0.0,0,Saturday,March
2026-03-21,Library,Academic Zone,6468,8.7,0.0,0,Saturday,March
2026-03-21,Cafeteria,Recreation Zone,10734,14.4,0.0,0,Saturday,March
2026-03-22,Block A,Hostel Zone,41544,14.2,0.0,0,Sunday,March
2026-03-22,Block B,Hostel Zone,38820,15.6,0.0,0,Sunday,March
2026-03-22,Block C,Hostel Zone,40763,11.8,0.0,0,Sunday,March
2026-03-22,Block D,Hostel Zone,37242,14.4,0.0,0,Sunday,March
2026-03-22,Admin Block,Admin Zone,9383,14.4,0.0,0,Sunday,March
2026-03-22,Library,Academic Zone,6707,17.0,0.0,0,Sunday,March
2026-03-22,Cafeteria,Recreation Zone,12398,11.6,0.0,0,Sunday,March
2026-03-23,Block A,Hostel Zone,64067,17.1,0.0,0,Monday,March
2026-03-23,Block B,Hostel Zone,60623,16.6,0.0,0,Monday,March
2026-03-23,Block C,Hostel Zone,56042,17.8,0.0,0,Monday,March
2026-03-23,Block D,Hostel Zone,53075,13.1,0.0,0,Monday,March
2026-03-23,Admin Block,Admin Zone,13973,10.8,0.0,0,Monday,March
2026-03-23,Library,Academic Zone,9624,18.5,0.0,0,Monday,March
2026-03-23,Cafeteria,Recreation Zone,17053,17.6,0.0,0,Monday,March
2026-03-24,Block A,Hostel Zone,57357,12.5,0.0,0,Tuesday,March
2026-03-24,Block B,Hostel Zone,63468,10.9,0.0,0,Tuesday,March
2026-03-24,Block C,Hostel Zone,57572,12.2,0.0,0,Tuesday,March
2026-03-24,Block D,Hostel Zone,60445,10.3,0.0,0,Tuesday,March
2026-03-24,Admin Block,Admin Zone,15742,17.0,0.0,0,Tuesday,March
2026-03-24,Library,Academic Zone,9857,15.9,0.0,0,Tuesday,March
2026-03-24,Cafeteria,Recreation Zone,18181,18.5,0.0,0,Tuesday,March
2026-03-25,Block A,Hostel Zone,52915,14.3,0.0,0,Wednesday,March
2026-03-25,Block B,Hostel Zone,58274,11.4,0.0,0,Wednesday,March
2026-03-25,Block C,Hostel Zone,57947,19.0,0.0,0,Wednesday,March
2026-03-25,Block D,Hostel Zone,68302,19.9,0.0,0,Wednesday,March
2026-03-25,Admin Block,Admin Zone,16201,16.5,0.0,0,Wednesday,March
2026-03-25,Library,Academic Zone,9441,16.7,0.0,0,Wednesday,March
2026-03-25,Cafeteria,Recreation Zone,19275,20.9,0.0,0,Wednesday,March
2026-03-26,Block A,Hostel Zone,60173,14.5,0.0,0,Thursday,March
2026-03-26,Block B,Hostel Zone,61218,12.8,0.0,0,Thursday,March
2026-03-26,Block C,Hostel Zone,49874,16.1,0.0,0,Thursday,March
2026-03-26,Block D,Hostel Zone,56302,19.7,0.0,0,Thursday,March
2026-03-26,Admin Block,Admin Zone,13271,24.2,0.0,0,Thursday,March
2026-03-26,Library,Academic Zone,8716,20.3,0.0,0,Thursday,March
2026-03-26,Cafeteria,Recreation Zone,16837,14.6,0.0,0,Thursday,March
2026-03-27,Block A,Hostel Zone,60469,16.9,0.0,0,Friday,March
2026-03-27,Block B,Hostel Zone,62613,15.2,0.0,0,Friday,March
2026-03-27,Block C,Hostel Zone,54332,14.4,0.0,0,Friday,March
2026-03-27,Block D,Hostel Zone,55697,12.9,0.0,0,Friday,March
2026-03-27,Admin Block,Admin Zone,14072,14.8,0.0,0,Friday,March
2026-03-27,Library,Academic Zone,9129,18.2,0.0,0,Friday,March
2026-03-27,Cafeteria,Recreation Zone,17493,13.6,0.0,0,Friday,March
2026-03-28,Block A,Hostel Zone,37234,16.0,0.0,0,Saturday,March
2026-03-28,Block B,Hostel Zone,38031,13.9,0.0,0,Saturday,March
2026-03-28,Block C,Hostel Zone,33368,15.1,0.0,0,Saturday,March
2026-03-28,Block D,Hostel Zone,33630,17.7,0.0,0,Saturday,March
2026-03-28,Admin Block,Admin Zone,8689,8.0,0.0,0,Saturday,March
2026-03-28,Library,Academic Zone,6817,16.2,0.0,0,Saturday,March
2026-03-28,Cafeteria,Recreation Zone,10863,13.5,0.0,0,Saturday,March
2026-03-29,Block A,Hostel Zone,43635,17.9,0.0,0,Sunday,March
2026-03-29,Block B,Hostel Zone,39083,9.1,0.0,0,Sunday,March
2026-03-29,Block C,Hostel Zone,35917,20.7,0.0,0,Sunday,March
2026-03-29,Block D,Hostel Zone,35332,17.0,0.0,0,Sunday,March
2026-03-29,Admin Block,Admin Zone,8703,13.2,0.0,0,Sunday,March
2026-03-29,Library,Academic Zone,6626,13.7,0.0,0,Sunday,March
2026-03-29,Cafeteria,Recreation Zone,12212,12.8,0.0,0,Sunday,March
2026-03-30,Block A,Hostel Zone,59450,16.4,0.0,0,Monday,March
2026-03-30,Block B,Hostel Zone,64536,12.5,0.0,0,Monday,March
2026-03-30,Block C,Hostel Zone,56508,16.1,0.0,0,Monday,March
2026-03-30,Block D,Hostel Zone,60956,14.9,0.0,0,Monday,March
2026-03-30,Admin Block,Admin Zone,13644,12.8,0.0,0,Monday,March
2026-03-30,Library,Academic Zone,7971,6.8,0.0,0,Monday,March
2026-03-30,Cafeteria,Recreation Zone,19687,13.9,0.0,0,Monday,March
2026-03-31,Block A,Hostel Zone,47782,16.5,0.0,0,Tuesday,March
2026-03-31,Block B,Hostel Zone,61476,13.5,0.0,0,Tuesday,March
2026-03-31,Block C,Hostel Zone,56469,13.3,0.0,0,Tuesday,March
2026-03-31,Block D,Hostel Zone,54968,13.4,0.0,0,Tuesday,March
2026-03-31,Admin Block,Admin Zone,15848,12.8,0.0,0,Tuesday,March
2026-03-31,Library,Academic Zone,10171,15.3,0.0,0,Tuesday,March
2026-03-31,Cafeteria,Recreation Zone,19866,14.4,0.0,0,Tuesday,March
2026-04-01,Block A,Hostel Zone,68918,16.9,3.1,0,Wednesday,April
2026-04-01,Block B,Hostel Zone,75928,13.7,2.2,0,Wednesday,April
2026-04-01,Block C,Hostel Zone,68514,19.5,0.7,0,Wednesday,April
2026-04-01,Block D,Hostel Zone,66378,19.3,0.8,0,Wednesday,April
2026-04-01,Admin Block,Admin Zone,15939,12.9,1.4,0,Wednesday,April
2026-04-01,Library,Academic Zone,10026,16.6,0.0,0,Wednesday,April
2026-04-01,Cafeteria,Recreation Zone,24137,15.2,1.6,0,Wednesday,April
2026-04-02,Block A,Hostel Zone,74300,13.5,3.4,0,Thursday,April
2026-04-02,Block B,Hostel Zone,68859,18.1,0.5,0,Thursday,April
2026-04-02,Block C,Hostel Zone,60389,20.0,0.9,0,Thursday,April
2026-04-02,Block D,Hostel Zone,68860,21.5,0.1,0,Thursday,April
2026-04-02,Admin Block,Admin Zone,16469,19.1,1.2,0,Thursday,April
2026-04-02,Library,Academic Zone,11793,20.1,1.4,0,Thursday,April
2026-04-02,Cafeteria,Recreation Zone,22807,11.4,0.5,0,Thursday,April
2026-04-03,Block A,Hostel Zone,68713,17.9,0.4,0,Friday,April
2026-04-03,Block B,Hostel Zone,83959,20.9,1.7,0,Friday,April
2026-04-03,Block C,Hostel Zone,65630,22.6,1.4,0,Friday,April
2026-04-03,Block D,Hostel Zone,60903,10.6,0.5,0,Friday,April
2026-04-03,Admin Block,Admin Zone,16732,15.4,1.7,0,Friday,April
2026-04-03,Library,Academic Zone,9861,19.6,0.8,0,Friday,April
2026-04-03,Cafeteria,Recreation Zone,17116,15.4,0.7,0,Friday,April
2026-04-04,Block A,Hostel Zone,47828,11.8,0.7,0,Saturday,April
2026-04-04,Block B,Hostel Zone,42035,14.0,0.1,0,Saturday,April
2026-04-04,Block C,Hostel Zone,42965,17.7,1.1,0,Saturday,April
2026-04-04,Block D,Hostel Zone,43227,16.8,1.2,0,Saturday,April
2026-04-04,Admin Block,Admin Zone,10737,16.9,1.4,0,Saturday,April
2026-04-04,Library,Academic Zone,6826,15.7,0.7,0,Saturday,April
2026-04-04,Cafeteria,Recreation Zone,15080,15.3,0.2,0,Saturday,April
2026-04-05,Block A,Hostel Zone,49035,13.1,0.2,0,Sunday,April
2026-04-05,Block B,Hostel Zone,44835,17.0,0.8,0,Sunday,April
2026-04-05,Block C,Hostel Zone,41136,12.7,0.9,0,Sunday,April
2026-04-05,Block D,Hostel Zone,39618,17.3,1.5,0,Sunday,April
2026-04-05,Admin Block,Admin Zone,10814,20.5,2.9,0,Sunday,April
2026-04-05,Library,Academic Zone,7479,21.2,3.2,0,Sunday,April
2026-04-05,Cafeteria,Recreation Zone,13245,16.8,2.6,0,Sunday,April
2026-04-06,Block A,Hostel Zone,55816,13.0,1.8,0,Monday,April
2026-04-06,Block B,Hostel Zone,67715,18.4,0.2,0,Monday,April
2026-04-06,Block C,Hostel Zone,63000,17.6,2.7,0,Monday,April
2026-04-06,Block D,Hostel Zone,61243,20.4,0.8,0,Monday,April
2026-04-06,Admin Block,Admin Zone,18745,19.6,1.5,0,Monday,April
2026-04-06,Library,Academic Zone,10023,9.6,2.6,0,Monday,April
2026-04-06,Cafeteria,Recreation Zone,20202,12.7,0.5,0,Monday,April
2026-04-07,Block A,Hostel Zone,65049,12.9,1.4,0,Tuesday,April
2026-04-07,Block B,Hostel Zone,73146,15.3,0.7,0,Tuesday,April
2026-04-07,Block C,Hostel Zone,62941,15.3,1.0,0,Tuesday,April
2026-04-07,Block D,Hostel Zone,67137,16.2,1.4,0,Tuesday,April
2026-04-07,Admin Block,Admin Zone,16461,13.3,2.1,0,Tuesday,April
2026-04-07,Library,Academic Zone,11788,10.0,2.5,0,Tuesday,April
2026-04-07,Cafeteria,Recreation Zone,20255,18.2,0.7,0,Tuesday,April
2026-04-08,Block A,Hostel Zone,65654,13.6,1.8,0,Wednesday,April
2026-04-08,Block B,Hostel Zone,66016,10.5,0.6,0,Wednesday,April
2026-04-08,Block C,Hostel Zone,57196,16.7,1.7,0,Wednesday,April
2026-04-08,Block D,Hostel Zone,71484,13.9,0.3,0,Wednesday,April
2026-04-08,Admin Block,Admin Zone,16043,16.8,3.1,0,Wednesday,April
2026-04-08,Library,Academic Zone,10281,17.9,0.9,0,Wednesday,April
2026-04-08,Cafeteria,Recreation Zone,19040,14.1,1.9,0,Wednesday,April
2026-04-09,Block A,Hostel Zone,60168,15.2,2.5,0,Thursday,April
2026-04-09,Block B,Hostel Zone,65987,20.3,0.8,0,Thursday,April
2026-04-09,Block C,Hostel Zone,62432,18.2,2.4,0,Thursday,April
2026-04-09,Block D,Hostel Zone,65404,18.5,0.3,0,Thursday,April
2026-04-09,Admin Block,Admin Zone,18900,19.8,1.3,0,Thursday,April
2026-04-09,Library,Academic Zone,11204,17.6,2.9,0,Thursday,April
2026-04-09,Cafeteria,Recreation Zone,21189,18.3,0.6,0,Thursday,April
2026-04-10,Block A,Hostel Zone,71011,17.7,2.1,0,Friday,April
2026-04-10,Block B,Hostel Zone,79887,11.2,3.6,0,Friday,April
2026-04-10,Block C,Hostel Zone,59746,18.5,1.7,0,Friday,April
2026-04-10,Block D,Hostel Zone,60500,19.6,1.4,0,Friday,April
2026-04-10,Admin Block,Admin Zone,15438,20.1,0.9,0,Friday,April
2026-04-10,Library,Academic Zone,18017,13.1,3.7,1,Friday,April
2026-04-10,Cafeteria,Recreation Zone,19796,13.7,1.3,0,Friday,April
2026-04-11,Block A,Hostel Zone,47473,11.3,2.3,0,Saturday,April
2026-04-11,Block B,Hostel Zone,42913,15.5,1.3,0,Saturday,April
2026-04-11,Block C,Hostel Zone,36030,18.3,2.3,0,Saturday,April
2026-04-11,Block D,Hostel Zone,76711,17.1,1.8,1,Saturday,April
2026-04-11,Admin Block,Admin Zone,10035,19.8,0.3,0,Saturday,April
2026-04-11,Library,Academic Zone,6843,15.2,0.6,0,Saturday,April
2026-04-11,Cafeteria,Recreation Zone,14117,15.2,1.4,0,Saturday,April
2026-04-12,Block A,Hostel Zone,40923,20.4,1.1,0,Sunday,April
2026-04-12,Block B,Hostel Zone,45792,18.2,5.6,0,Sunday,April
